pickup_datetime,dropoff_datetime,trip_duration,trip_distance,total_amount,max_precipitation,avg_temperature
2016-05-04 23:00:31,2016-05-04 23:40:12,2381.0,17.7,58.34,0.0,6.266666666666667
2016-06-26 16:07:52,2016-06-26 17:05:05,3433.0,18.24,70.01,0.0,21.866666666666667
2016-06-26 17:49:52,2016-06-26 18:31:31,2499.0,17.52,63.36,0.0,16.75
2016-05-12 09:00:03,2016-05-12 09:47:34,2851.0,17.5,70.34,0.0,19.8
2016-06-30 14:20:10,2016-06-30 15:38:50,4720.0,16.51,66.0,0.0,29.066666666666666
2016-05-30 07:41:16,2016-05-30 08:10:04,1728.0,17.3,69.99,1.49,11.7
2016-05-31 19:27:12,2016-05-31 20:14:46,2854.0,16.7,62.84,0.0,22.783333333333335
2016-05-21 05:10:14,2016-05-21 05:40:55,1841.0,17.06,63.34,0.0,12.966666666666667
2016-05-25 17:17:53,2016-05-25 18:49:19,5486.0,17.58,62.84,0.0,20.785714285714285
2016-05-16 13:10:55,2016-05-16 14:08:26,3451.0,17.25,58.34,0.0,16.95
2016-06-03 06:38:01,2016-06-03 07:21:56,2635.0,17.4,72.92,0.29,17.714285714285715
2016-06-30 11:12:45,2016-06-30 12:03:49,3064.0,16.84,58.34,0.0,27.6
2016-05-13 12:44:58,2016-05-13 13:25:08,2410.0,16.98,70.01,0.0,14.428571428571429
2016-05-21 14:23:10,2016-05-21 15:20:23,3433.0,17.29,58.34,0.0,17.033333333333335
2016-05-09 16:52:31,2016-05-09 18:03:20,4249.0,18.05,62.84,0.0,18.966666666666665
2016-06-24 18:04:45,2016-06-24 19:14:05,4160.0,16.99,74.49,0.0,23.8
2016-05-10 16:19:28,2016-05-10 17:51:15,5507.0,16.37,62.84,0.0,15.466666666666667
2016-05-10 06:41:28,2016-05-10 07:12:18,1850.0,17.1,58.34,0.0,11.233333333333333
2016-06-19 15:23:08,2016-06-19 16:30:30,4042.0,16.97,58.34,0.0,21.216666666666665
2016-05-01 07:07:15,2016-05-01 08:02:05,3290.0,25.24,58.34,0.29,4.616666666666667
2016-05-16 14:47:12,2016-05-16 15:45:41,3509.0,18.1,69.99,0.0,18.05
2016-06-20 07:05:19,2016-06-20 07:57:42,3143.0,22.1,72.89,0.0,20.933333333333334
2016-06-26 06:56:40,2016-06-26 07:26:29,1789.0,18.1,58.34,0.0,21.95
2016-05-24 11:03:14,2016-05-24 11:47:05,2631.0,17.56,70.01,0.0,12.4
2016-05-14 04:28:59,2016-05-14 05:00:57,1918.0,17.68,58.34,0.0,10.016666666666667
2016-06-18 12:41:12,2016-06-18 13:37:10,3358.0,17.77,68.34,0.0,14.433333333333334
2016-05-12 19:09:22,2016-05-12 20:07:19,3477.0,17.5,62.84,0.0,13.816666666666666
2016-06-16 11:59:31,2016-06-16 12:46:20,2809.0,17.04,72.92,0.0,21.75
2016-05-12 09:06:10,2016-05-12 09:47:04,2454.0,16.7,70.0,0.0,19.8
2016-05-10 17:27:36,2016-05-10 18:39:25,4309.0,16.78,74.84,0.0,12.866666666666667
2016-05-19 09:11:52,2016-05-19 10:01:23,2971.0,16.8,67.34,0.0,17.6
2016-05-30 13:41:18,2016-05-30 14:15:17,2039.0,17.31,58.34,0.0,25.45
2016-06-03 06:12:22,2016-06-03 06:47:22,2100.0,17.37,58.34,0.0,17.65
2016-05-11 19:11:27,2016-05-11 20:01:21,2994.0,17.2,67.3,0.0,2.683333333333333
2016-05-15 15:15:29,2016-05-15 16:34:42,4753.0,19.11,59.3,0.0,8.8
2016-05-23 08:02:39,2016-05-23 08:52:04,2965.0,17.7,65.34,0.0,18.166666666666668
2016-05-30 12:08:46,2016-05-30 12:37:16,1710.0,16.8,63.34,0.0,18.625
2016-05-25 13:45:11,2016-05-25 14:35:59,3048.0,27.48,72.92,0.0,15.2
2016-06-11 18:01:25,2016-06-11 18:38:41,2236.0,17.33,58.34,2.99,27.4
2016-05-18 16:07:18,2016-05-18 17:17:30,4212.0,17.82,62.84,0.0,12.075
2016-06-03 16:54:59,2016-06-03 18:00:01,3902.0,16.4,73.0,0.0,18.808333333333334
2016-05-08 14:35:25,2016-05-08 15:27:04,3099.0,17.44,58.34,0.0,18.25
2016-05-27 02:26:15,2016-05-27 02:49:19,1384.0,16.1,69.99,0.0,20.933333333333334
2016-05-26 14:15:37,2016-05-26 15:41:55,5178.0,16.41,58.34,0.0,29.916666666666668
2016-06-28 12:27:37,2016-06-28 13:14:40,2823.0,17.31,58.34,0.0,22.56
2016-06-26 20:21:19,2016-06-26 21:13:43,3144.0,18.36,83.34,0.0,23.416666666666668
2016-05-29 14:48:12,2016-05-29 15:46:49,3517.0,17.46,68.64,0.0,25.933333333333334
2016-06-26 16:25:25,2016-06-26 18:06:51,6086.0,24.2,69.99,0.0,19.944444444444443
2016-06-20 15:47:27,2016-06-20 17:08:22,4855.0,17.1,69.99,0.0,25.266666666666666
2016-06-07 09:57:39,2016-06-07 11:07:12,4173.0,17.62,68.34,0.0,23.511111111111113
2016-06-17 18:16:28,2016-06-17 19:25:07,4119.0,16.7,57.3,0.0,16.4
2016-05-05 11:49:41,2016-05-05 12:34:58,2717.0,17.97,75.84,0.0,11.766666666666667
2016-05-30 17:06:48,2016-05-30 17:40:45,2037.0,16.74,62.34,0.0,23.533333333333335
2016-06-24 13:57:03,2016-06-24 15:10:41,4418.0,17.72,72.92,0.0,27.3
2016-06-29 04:47:21,2016-06-29 05:19:24,1923.0,17.3,70.01,0.0,13.381818181818181
2016-05-17 19:28:12,2016-05-17 20:15:45,2853.0,16.78,75.41,0.0,11.342857142857143
2016-06-08 13:40:13,2016-06-08 14:45:54,3941.0,16.99,58.34,10.16,10.761538461538462
2016-05-11 14:01:11,2016-05-11 14:46:48,2737.0,19.96,58.34,0.0,15.366666666666667
2016-05-30 17:41:15,2016-05-30 18:09:54,1719.0,17.22,58.34,0.0,14.925
2016-05-31 05:54:01,2016-05-31 06:38:00,2639.0,20.05,58.34,0.0,15.975
2016-05-19 18:37:21,2016-05-19 19:32:12,3291.0,17.5,81.69,0.0,15.466666666666667
2016-06-25 12:13:21,2016-06-25 13:10:17,3416.0,18.18,72.92,0.0,27.333333333333332
2016-06-02 13:45:40,2016-06-02 14:52:57,4037.0,16.8,58.34,0.0,22.233333333333334
2016-05-13 13:39:40,2016-05-13 14:26:09,2789.0,0.0,58.34,1.2,10.811111111111112
2016-06-28 20:20:15,2016-06-28 21:03:51,2616.0,17.21,70.01,0.0,22.072727272727274
2016-06-16 18:36:40,2016-06-16 20:00:53,5053.0,19.33,62.84,0.0,17.333333333333332
2016-05-07 10:18:06,2016-05-07 10:49:48,1902.0,17.3,58.34,0.0,8.475
2016-05-01 13:15:51,2016-05-01 14:05:29,2978.0,17.41,70.01,0.29,7.955555555555556
2016-06-17 16:31:26,2016-06-17 17:43:26,4320.0,17.3,70.84,0.0,19.166666666666668
2016-05-01 05:15:08,2016-05-01 05:42:57,1669.0,16.5,58.34,0.0,3.1333333333333333
2016-06-24 08:09:36,2016-06-24 09:36:57,5241.0,20.9,66.0,0.0,23.716666666666665
2016-05-02 20:40:48,2016-05-02 21:18:38,2270.0,17.42,58.34,0.0,13.033333333333333
2016-06-15 18:48:32,2016-06-15 19:44:03,3331.0,17.45,62.84,0.0,15.666666666666666
2016-06-24 07:35:24,2016-06-24 09:00:07,5083.0,21.7,52.8,0.0,23.344444444444445
2016-06-16 04:55:34,2016-06-16 05:16:56,1282.0,16.7,69.99,0.29,10.0
2016-06-08 16:00:37,2016-06-08 17:31:41,5464.0,16.28,70.01,0.29,10.714285714285714
2016-06-28 21:06:12,2016-06-28 21:56:07,2995.0,16.74,70.01,0.0,22.216666666666665
2016-05-18 15:09:39,2016-05-18 16:40:44,5465.0,19.04,58.34,0.0,13.35
2016-05-31 04:02:47,2016-05-31 04:35:13,1946.0,16.8,63.35,0.0,15.975
2016-06-13 15:13:10,2016-06-13 16:19:50,4000.0,16.7,63.35,0.0,22.85
2016-05-26 10:32:21,2016-05-26 11:32:38,3617.0,17.68,70.01,0.0,23.233333333333334
2016-05-27 18:40:01,2016-05-27 19:17:22,2241.0,15.2,69.3,0.0,16.5
2016-06-06 15:11:04,2016-06-06 16:31:18,4814.0,17.11,58.34,0.0,28.066666666666666
2016-05-07 06:14:54,2016-05-07 06:43:35,1721.0,18.48,63.36,0.0,3.76
2016-05-09 06:18:50,2016-05-09 06:59:20,2430.0,17.63,69.0,0.0,12.766666666666667
2016-05-12 17:27:35,2016-05-12 18:59:42,5527.0,16.2,72.84,0.0,14.616666666666667
2016-06-13 11:42:17,2016-06-13 12:26:36,2659.0,17.29,58.34,0.0,18.166666666666668
2016-06-21 13:45:59,2016-06-21 14:25:14,2355.0,16.8,72.89,0.0,25.266666666666666
2016-06-09 17:11:02,2016-06-09 18:24:54,4432.0,16.92,78.55,0.0,22.071428571428573
2016-05-24 18:20:30,2016-05-24 19:26:30,3960.0,18.1,72.84,0.0,17.616666666666667
2016-05-01 12:11:31,2016-05-01 12:49:51,2300.0,18.7,68.34,1.2,8.866666666666667
2016-05-14 19:22:41,2016-05-14 20:09:59,2838.0,16.4,58.34,0.0,11.3
2016-06-28 13:28:46,2016-06-28 14:21:24,3158.0,17.7,58.34,0.0,23.3875
2016-06-06 14:42:38,2016-06-06 15:54:52,4334.0,17.7,66.0,0.0,28.233333333333334
2016-05-14 15:35:47,2016-05-14 16:34:31,3524.0,17.75,52.8,0.0,10.628571428571428
2016-05-23 05:29:34,2016-05-23 05:57:56,1702.0,17.32,58.34,0.0,12.766666666666667
2016-05-11 14:22:18,2016-05-11 15:19:51,3453.0,17.23,70.01,0.0,18.5
2016-05-12 21:41:24,2016-05-12 22:13:47,1943.0,16.8,58.34,0.0,12.45
2016-06-19 14:41:56,2016-06-19 15:37:22,3326.0,16.3,68.34,0.0,26.3
2016-05-21 12:04:52,2016-05-21 12:36:49,1917.0,16.7,69.99,0.0,18.166666666666668
2016-06-16 05:23:13,2016-06-16 05:52:18,1745.0,17.19,70.01,0.29,6.3
2016-05-20 07:28:09,2016-05-20 08:16:00,2871.0,18.1,58.34,0.0,13.35
2016-06-13 07:20:16,2016-06-13 08:01:33,2477.0,17.3,52.8,0.0,14.066666666666666
2016-06-03 06:59:22,2016-06-03 07:42:45,2603.0,17.43,58.34,0.29,17.714285714285715
2016-06-19 17:13:59,2016-06-19 18:25:48,4309.0,17.62,58.34,0.0,23.25
2016-05-11 11:59:45,2016-05-11 12:35:18,2133.0,17.08,58.34,0.0,14.716666666666667
2016-06-12 10:58:17,2016-06-12 11:34:29,2172.0,17.8,68.34,0.0,19.0
2016-05-27 16:13:39,2016-05-27 17:24:41,4262.0,16.5,74.84,0.0,25.083333333333332
2016-05-19 06:15:35,2016-05-19 06:55:38,2403.0,21.18,72.92,0.0,13.533333333333333
2016-05-18 11:24:45,2016-05-18 11:58:28,2023.0,16.38,75.84,0.0,16.95
2016-06-06 06:05:40,2016-06-06 06:44:41,2341.0,17.4,68.6,0.0,20.275
2016-06-08 05:52:32,2016-06-08 06:22:24,1792.0,17.39,58.34,0.0,16.583333333333332
2016-05-03 17:38:22,2016-05-03 18:54:16,4554.0,16.68,65.3,0.0,6.858333333333333
2016-06-02 12:34:56,2016-06-02 13:25:18,3022.0,17.8,58.34,0.0,22.6
2016-06-28 17:21:34,2016-06-28 18:29:53,4099.0,17.56,65.06,0.0,18.79090909090909
2016-06-16 16:17:26,2016-06-16 17:59:10,6104.0,16.1,68.75,0.0,22.233333333333334
2016-05-23 18:40:58,2016-05-23 19:28:17,2839.0,17.2,75.39,0.29,17.783333333333335
2016-06-19 16:12:58,2016-06-19 17:08:32,3334.0,17.51,58.34,0.0,20.016666666666666
2016-05-26 14:59:21,2016-05-26 16:38:54,5973.0,15.9,52.8,0.0,29.633333333333333
2016-05-03 18:39:58,2016-05-03 19:30:14,3016.0,17.96,68.76,0.29,7.8307692307692305
2016-06-19 14:09:50,2016-06-19 14:58:32,2922.0,16.1,69.99,0.0,26.666666666666668
2016-06-26 12:43:45,2016-06-26 14:12:35,5330.0,20.9,58.34,0.0,24.677777777777777
2016-05-10 11:09:55,2016-05-10 12:02:32,3157.0,18.13,52.8,0.0,16.583333333333332
2016-06-12 14:44:11,2016-06-12 15:27:43,2612.0,17.2,69.99,0.0,27.05
2016-05-11 21:26:38,2016-05-11 22:05:41,2343.0,18.11,66.0,0.0,17.483333333333334
2016-05-30 16:27:51,2016-05-30 17:08:07,2416.0,17.41,70.01,0.0,15.283333333333333
2016-05-12 14:26:17,2016-05-12 15:36:33,4216.0,15.9,63.35,0.0,16.8
2016-06-23 09:30:31,2016-06-23 10:17:50,2839.0,17.67,70.01,0.0,20.083333333333332
2016-06-13 07:11:50,2016-06-13 07:43:34,1904.0,16.53,70.01,0.0,10.933333333333334
2016-05-12 04:54:27,2016-05-12 05:23:13,1726.0,17.4,72.89,0.0,10.733333333333333
2016-05-06 13:06:58,2016-05-06 13:54:58,2880.0,16.92,70.01,2.14,4.7
2016-05-12 08:42:57,2016-05-12 09:31:33,2916.0,0.0,69.99,0.0,15.916666666666666
2016-06-15 07:59:57,2016-06-15 08:50:32,3035.0,17.1,69.99,0.0,21.666666666666668
2016-05-16 13:45:18,2016-05-16 14:44:50,3572.0,17.87,58.34,0.0,16.95
2016-05-10 15:15:28,2016-05-10 16:16:54,3686.0,17.3,63.34,0.0,12.683333333333334
2016-06-02 19:36:51,2016-06-02 20:21:32,2681.0,16.6,67.84,0.0,14.3
2016-05-07 22:22:38,2016-05-07 22:58:10,2132.0,17.7,58.34,0.0,10.366666666666667
2016-06-02 17:59:46,2016-06-02 19:21:08,4882.0,17.6,57.3,0.0,16.263636363636362
2016-05-07 04:53:29,2016-05-07 05:30:29,2220.0,18.2,70.01,0.0,7.2555555555555555
2016-05-26 19:13:27,2016-05-26 20:18:39,3912.0,17.2,75.39,0.0,20.283333333333335
2016-06-13 06:21:38,2016-06-13 06:55:23,2025.0,17.14,72.92,0.0,15.2
2016-05-18 04:46:07,2016-05-18 05:13:34,1647.0,17.47,70.01,0.0,12.625
2016-05-19 18:33:31,2016-05-19 19:25:48,3137.0,16.4,57.3,0.0,15.466666666666667
2016-05-17 13:37:11,2016-05-17 14:22:31,2720.0,17.15,58.34,0.0,17.775
2016-05-25 15:44:16,2016-05-25 17:27:52,6216.0,17.25,58.34,0.0,15.54
2016-05-28 04:05:20,2016-05-28 04:31:03,1543.0,17.4,69.99,0.0,21.3
2016-05-15 06:30:39,2016-05-15 07:03:07,1948.0,19.3,58.34,0.0,10.883333333333333
2016-06-24 17:52:36,2016-06-24 19:02:36,4200.0,16.6,57.3,0.0,21.544444444444444
2016-06-27 16:33:18,2016-06-27 17:42:57,4179.0,17.31,78.55,0.0,13.066666666666666
2016-05-27 12:02:56,2016-05-27 12:40:35,2259.0,16.66,70.01,0.0,7.966666666666667
2016-05-14 19:44:12,2016-05-14 20:41:18,3426.0,17.87,68.64,0.0,11.3
2016-05-03 09:10:28,2016-05-03 09:57:49,2841.0,17.72,64.34,0.6,11.833333333333334
2016-06-28 22:07:58,2016-06-28 23:01:58,3240.0,0.0,63.34,2.85,20.135714285714286
2016-06-02 11:43:15,2016-06-02 12:21:07,2272.0,18.2,58.34,0.0,22.15
2016-06-22 14:01:11,2016-06-22 14:48:26,2835.0,16.8,69.99,0.0,30.366666666666667
2016-05-29 14:13:42,2016-05-29 15:09:35,3353.0,16.67,52.8,0.0,25.933333333333334
2016-05-12 16:29:46,2016-05-12 17:45:46,4560.0,14.5,78.54,0.0,15.183333333333334
2016-05-31 19:48:44,2016-05-31 20:30:13,2489.0,18.8,62.84,0.0,22.783333333333335
2016-05-11 06:23:19,2016-05-11 06:54:39,1880.0,17.67,52.8,0.0,12.4
2016-06-30 08:46:56,2016-06-30 10:05:57,4741.0,17.4,52.8,0.0,19.766666666666666
2016-06-21 17:27:12,2016-06-21 18:41:50,4478.0,16.28,68.76,0.0,27.216666666666665
2016-05-20 12:11:38,2016-05-20 13:24:36,4378.0,16.9,52.8,0.0,23.15
2016-05-24 06:58:06,2016-05-24 07:43:21,2715.0,18.1,69.99,2.39,9.214285714285714
2016-05-16 15:56:29,2016-05-16 17:11:00,4471.0,16.31,58.34,0.0,12.583333333333334
2016-05-27 05:18:42,2016-05-27 05:42:47,1445.0,14.8,58.34,0.0,21.466666666666665
2016-05-09 05:46:09,2016-05-09 06:13:31,1642.0,16.2,63.34,0.0,12.216666666666667
2016-06-03 16:14:06,2016-06-03 17:28:34,4468.0,18.1,62.84,0.0,20.466666666666665
2016-05-12 15:39:21,2016-05-12 17:06:48,5247.0,0.0,63.35,0.0,14.375
2016-06-22 11:19:01,2016-06-22 12:05:54,2813.0,18.3,69.99,0.0,29.333333333333332
2016-05-11 14:59:02,2016-05-11 16:23:29,5067.0,16.7,58.34,0.0,19.488888888888887
2016-06-06 05:58:53,2016-06-06 06:33:03,2050.0,17.5,70.0,0.0,17.35
2016-05-16 06:52:02,2016-05-16 07:24:31,1949.0,16.57,70.01,0.0,5.083333333333333
2016-05-13 13:08:36,2016-05-13 13:59:25,3049.0,20.2,52.8,0.0,12.55
2016-05-16 11:49:27,2016-05-16 12:27:29,2282.0,17.3,63.34,0.0,10.4
2016-05-26 05:37:01,2016-05-26 06:06:46,1785.0,0.0,68.6,0.0,20.816666666666666
2016-06-23 11:59:05,2016-06-23 13:11:28,4343.0,22.68,58.34,0.0,19.433333333333334
2016-05-17 16:15:03,2016-05-17 18:00:36,6333.0,16.9,62.84,0.0,13.011111111111111
2016-05-30 17:45:05,2016-05-30 18:14:25,1760.0,16.9,58.34,0.0,14.925
2016-06-28 16:45:25,2016-06-28 17:58:21,4376.0,17.6,78.54,0.0,20.92222222222222
2016-05-20 07:03:22,2016-05-20 07:53:10,2988.0,17.82,58.34,0.0,15.033333333333333
2016-05-05 19:07:47,2016-05-05 19:46:51,2344.0,16.4,78.54,0.0,10.34
2016-06-24 08:15:24,2016-06-24 09:01:50,2786.0,17.3,69.99,0.0,23.716666666666665
2016-05-16 12:07:38,2016-05-16 12:51:34,2636.0,17.16,58.34,0.0,7.2
2016-05-25 12:14:19,2016-05-25 13:02:47,2908.0,17.94,70.01,0.0,14.35
2016-06-23 20:11:09,2016-06-23 21:00:23,2954.0,17.9,66.0,0.0,23.333333333333332
2016-05-15 15:05:04,2016-05-15 16:13:44,4120.0,23.56,72.92,0.0,8.8
2016-05-11 11:52:01,2016-05-11 12:30:23,2302.0,17.61,70.01,0.0,14.716666666666667
2016-06-27 13:18:18,2016-06-27 13:56:04,2266.0,16.55,70.01,0.0,27.4
2016-06-20 05:04:55,2016-06-20 05:32:28,1653.0,0.0,63.34,0.0,18.333333333333332
2016-05-22 15:42:33,2016-05-22 16:37:01,3268.0,17.2,72.89,0.0,13.728571428571428
2016-05-08 14:28:09,2016-05-08 15:13:20,2711.0,17.7,66.34,0.0,18.25
2016-06-15 05:13:59,2016-06-15 05:37:47,1428.0,17.12,75.84,0.0,17.766666666666666
2016-06-15 13:37:52,2016-06-15 14:44:21,3989.0,15.23,59.55,0.0,17.5
2016-05-08 17:15:38,2016-05-08 18:04:23,2925.0,16.9,58.34,0.0,17.6
2016-05-18 09:13:53,2016-05-18 10:03:06,2953.0,17.4,63.34,0.0,12.375
2016-05-29 18:14:15,2016-05-29 18:43:11,1736.0,16.3,58.34,0.0,23.3
2016-05-29 05:53:20,2016-05-29 06:30:29,2229.0,0.0,52.8,0.0,21.566666666666666
2016-05-26 16:34:59,2016-05-26 18:03:17,5298.0,17.03,62.84,0.0,21.833333333333332
2016-06-09 18:46:09,2016-06-09 19:42:05,3356.0,17.15,75.41,0.0,21.483333333333334
2016-06-03 12:01:30,2016-06-03 12:57:30,3360.0,16.1,52.8,0.0,12.6
2016-06-13 06:50:05,2016-06-13 07:27:16,2231.0,17.59,63.36,0.0,13.066666666666666
2016-06-04 05:43:42,2016-06-04 06:11:05,1643.0,17.8,73.34,0.0,14.142857142857142
2016-05-09 16:47:16,2016-05-09 18:10:45,5009.0,18.6,62.84,0.0,18.966666666666665
2016-05-25 06:13:55,2016-05-25 06:50:36,2201.0,17.68,58.34,0.0,11.666666666666666
2016-05-09 08:16:03,2016-05-09 09:19:35,3812.0,19.4,52.8,0.0,13.433333333333334
2016-06-29 16:36:22,2016-06-29 18:11:55,5733.0,18.02,57.3,0.0,25.677777777777777
2016-06-23 18:39:00,2016-06-23 19:23:47,2687.0,16.25,62.84,0.0,16.2
2016-05-06 09:47:11,2016-05-06 10:41:23,3252.0,17.29,58.34,27.48,6.30625
2016-05-27 05:37:18,2016-05-27 06:08:22,1864.0,0.0,63.34,0.0,21.75
2016-05-18 10:13:10,2016-05-18 11:14:25,3675.0,18.51,72.92,0.0,16.825
2016-06-14 18:19:12,2016-06-14 19:33:02,4430.0,16.7,62.84,0.0,20.2
2016-05-23 11:53:02,2016-05-23 12:30:59,2277.0,17.4,58.34,0.0,18.783333333333335
2016-06-12 16:16:08,2016-06-12 17:00:37,2669.0,0.0,58.34,0.0,18.625
2016-06-07 14:35:26,2016-06-07 15:35:29,3603.0,21.3,58.34,0.0,23.67142857142857
2016-06-06 14:30:13,2016-06-06 15:20:27,3014.0,14.54,70.01,0.0,28.233333333333334
2016-05-23 04:55:45,2016-05-23 05:20:39,1494.0,16.4,58.34,0.0,13.05
2016-06-27 05:40:30,2016-06-27 06:13:49,1999.0,17.2,58.34,0.0,20.283333333333335
2016-05-31 16:17:40,2016-05-31 17:34:12,4592.0,16.7,62.84,0.0,25.666666666666668
2016-06-09 13:30:19,2016-06-09 14:20:01,2982.0,16.2,58.34,0.0,21.271428571428572
2016-05-30 16:57:57,2016-05-30 17:35:01,2224.0,17.11,58.34,0.0,15.283333333333333
2016-05-21 14:53:48,2016-05-21 15:51:26,3458.0,17.5,66.34,0.0,17.033333333333335
2016-05-11 08:01:05,2016-05-11 08:45:38,2673.0,17.2,69.99,0.0,16.866666666666667
2016-05-09 09:32:47,2016-05-09 10:19:11,2784.0,17.6,52.8,0.0,18.05
2016-06-20 17:26:41,2016-06-20 18:35:59,4158.0,0.0,62.84,0.0,24.666666666666668
2016-05-25 04:25:22,2016-05-25 04:51:16,1554.0,17.33,69.34,0.0,16.3
2016-06-19 14:08:40,2016-06-19 15:32:26,5026.0,21.5,72.8,0.0,26.3
2016-05-09 10:51:12,2016-05-09 11:23:25,1933.0,16.8,72.89,0.0,20.0
2016-05-02 14:35:58,2016-05-02 15:40:24,3866.0,22.4,58.34,0.0,10.95
2016-05-02 19:38:46,2016-05-02 20:13:46,2100.0,21.88,62.84,0.0,11.414285714285715
2016-06-28 10:19:44,2016-06-28 11:09:03,2959.0,28.7,58.34,0.0,21.95
2016-05-20 12:27:22,2016-05-20 13:11:39,2657.0,18.23,70.01,0.0,23.15
2016-05-10 06:46:14,2016-05-10 07:24:39,2305.0,21.78,65.84,0.0,11.233333333333333
2016-05-12 17:12:31,2016-05-12 18:15:12,3761.0,15.84,75.41,0.0,14.616666666666667
2016-06-13 11:35:15,2016-06-13 12:23:57,2922.0,17.3,69.99,0.0,18.166666666666668
2016-05-25 09:01:20,2016-05-25 09:48:52,2852.0,17.33,58.34,0.0,23.7
2016-06-29 15:21:23,2016-06-29 16:48:34,5231.0,18.5,75.84,0.0,24.45
2016-06-12 15:56:11,2016-06-12 16:47:27,3076.0,16.3,58.34,0.0,19.5875
2016-06-07 12:34:23,2016-06-07 13:24:48,3025.0,21.51,70.01,0.0,23.4
2016-05-16 13:34:47,2016-05-16 14:16:33,2506.0,21.5,65.34,0.0,16.95
2016-06-27 07:10:58,2016-06-27 07:50:59,2401.0,17.7,69.99,0.0,21.466666666666665
2016-06-02 15:11:43,2016-06-02 16:37:59,5176.0,16.54,70.01,0.0,18.516666666666666
2016-05-08 14:02:11,2016-05-08 15:01:08,3537.0,17.63,64.94,0.0,18.25
2016-06-24 13:41:47,2016-06-24 15:00:19,4712.0,16.51,58.34,0.0,27.3
2016-05-26 05:41:33,2016-05-26 06:08:52,1639.0,17.3,69.99,0.0,20.816666666666666
2016-06-16 04:53:09,2016-06-16 05:23:02,1793.0,16.7,72.89,0.29,10.0
2016-05-16 18:07:03,2016-05-16 19:15:37,4114.0,17.55,75.41,0.0,18.783333333333335
2016-05-03 01:54:22,2016-05-03 02:26:32,1930.0,17.16,58.34,5.1,9.983333333333333
2016-06-28 14:46:58,2016-06-28 15:50:43,3825.0,15.6,69.99,0.0,23.863636363636363
2016-06-10 17:56:31,2016-06-10 19:00:29,3838.0,16.73,62.84,0.0,19.5
2016-05-20 04:24:41,2016-05-20 04:52:10,1649.0,17.38,58.34,0.0,12.4
2016-05-29 18:14:43,2016-05-29 18:47:50,1987.0,17.51,58.34,0.0,23.3
2016-05-26 12:41:22,2016-05-26 13:37:19,3357.0,17.36,72.92,0.0,30.566666666666666
2016-05-03 13:57:51,2016-05-03 14:40:55,2584.0,17.1,58.34,0.29,7.777777777777778
2016-05-26 15:22:29,2016-05-26 16:37:25,4496.0,16.85,58.34,0.0,29.366666666666667
2016-05-28 14:59:09,2016-05-28 16:00:14,3665.0,18.2,58.34,0.0,26.344444444444445
2016-06-13 12:22:09,2016-06-13 12:55:40,2011.0,17.82,72.92,0.0,21.866666666666667
2016-05-21 17:18:02,2016-05-21 18:09:41,3099.0,17.6,73.34,0.0,11.1
2016-06-18 13:56:15,2016-06-18 14:47:28,3073.0,20.66,52.8,0.0,9.166666666666666
2016-06-26 19:46:13,2016-06-26 20:28:26,2533.0,18.21,70.01,0.0,23.6
2016-06-26 14:39:39,2016-06-26 15:59:31,4792.0,23.9,78.34,0.0,27.4
2016-05-16 14:27:57,2016-05-16 15:30:34,3757.0,17.38,63.34,0.0,18.05
2016-05-08 15:56:35,2016-05-08 16:52:31,3356.0,17.46,60.01,0.0,18.166666666666668
2016-06-26 15:58:42,2016-06-26 17:13:44,4502.0,16.6,70.34,0.0,23.58888888888889
2016-06-11 17:41:44,2016-06-11 18:23:32,2508.0,17.1,58.34,2.99,23.133333333333333
2016-05-12 12:56:51,2016-05-12 13:37:05,2414.0,15.47,58.34,0.0,15.1
2016-05-01 11:25:56,2016-05-01 11:59:35,2019.0,15.2,69.99,1.62,6.257142857142857
2016-06-07 14:53:17,2016-06-07 16:22:36,5359.0,0.0,69.99,0.29,24.07
2016-06-22 18:24:15,2016-06-22 19:34:42,4227.0,16.8,70.84,0.0,23.15
2016-05-08 18:54:16,2016-05-08 19:41:19,2823.0,17.88,58.34,0.0,16.85
2016-05-30 05:37:36,2016-05-30 06:04:43,1627.0,17.3,70.01,24.36,13.329411764705883
2016-06-24 16:15:46,2016-06-24 17:44:56,5350.0,18.08,69.84,0.0,21.766666666666666
2016-06-16 19:22:18,2016-06-16 20:27:50,3932.0,16.97,62.84,0.0,14.9
2016-05-22 06:26:59,2016-05-22 06:59:05,1926.0,17.38,70.01,0.6,11.9
2016-05-19 13:13:22,2016-05-19 13:52:46,2364.0,0.0,69.99,0.0,19.666666666666668
2016-06-27 15:13:17,2016-06-27 16:17:06,3829.0,16.76,67.34,0.0,26.428571428571427
2016-05-19 05:10:57,2016-05-19 05:38:53,1676.0,0.0,69.99,0.0,12.766666666666667
2016-06-05 14:41:53,2016-06-05 15:49:45,4072.0,18.01,75.84,0.0,15.454545454545455
2016-05-19 15:16:56,2016-05-19 16:36:58,4802.0,22.1,58.34,0.0,17.4
2016-06-21 16:10:18,2016-06-21 17:44:11,5633.0,18.9,72.84,0.0,23.5
2016-05-22 04:25:42,2016-05-22 05:06:32,2450.0,18.22,66.0,1.79,12.133333333333333
2016-06-26 15:23:58,2016-06-26 16:26:31,3753.0,21.2,69.99,0.0,26.683333333333334
2016-06-29 11:47:10,2016-06-29 12:26:31,2361.0,16.6,69.99,0.0,26.7625
